Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active
Kentucky,US,2020-05-12 3:32,38.00671029,-84.99171713,9,1,0,8
Indiana,US,2020-05-12 3:32,38.01519732,-87.0079644,7,1,0,6
West Virginia,US,2020-05-12 3:32,38.01974191,-81.69888019,9,0,0,9
Virginia,US,2020-05-12 3:32,38.02080697,-78.55481085,123,4,0,119
Indiana,US,2020-05-12 3:32,38.02097333,-87.86480429,15,0,0,15
Missouri,US,2020-05-12 3:32,38.02199522,-92.76083747,36,1,0,35
California,US,2020-05-12 3:32,38.02644018,-119.9525093,2,0,0,2
Indiana,US,2020-05-12 3:32,38.02658833,-87.58763124,189,2,0,187
Virginia,US,2020-05-12 3:32,38.02679129,-77.34901405,38,2,0,36
West Virginia,US,2020-05-12 3:32,38.02974928,-81.08286634,35,0,0,35
Kansas,US,2020-05-12 3:32,38.03100851,-98.71762001,1,0,0,1
Kentucky,US,2020-05-12 3:32,38.03223971,-85.32749335,17,0,0,17
Kentucky,US,2020-05-12 3:32,38.03253032,-83.9145241,11,0,0,11
Virginia,US,2020-05-12 3:32,38.03527919,-78.48569588,68,2,0,66
Kentucky,US,2020-05-12 3:32,38.0368225,-84.45576892,392,9,0,383
Missouri,US,2020-05-12 3:32,38.03699437,-93.77631447,2,0,0,2
Kentucky,US,2020-05-12 3:32,38.04178222,-84.7417556,18,0,0,18
Nevada,US,2020-05-12 3:32,38.04264256,-116.4722702,44,0,0,44
Kansas,US,2020-05-12 3:32,38.04293782,-97.42747573,9,0,0,9
Kansas,US,2020-05-12 3:32,38.04340344,-100.7381938,992,4,0,988
Illinois,US,2020-05-12 3:32,38.05095369,-89.82512254,221,2,0,219
Virginia,US,2020-05-12 3:32,38.05852573,-79.73912095,0,0,0,0
Virginia,US,2020-05-12 3:32,38.06451466,-78.90293905,21,0,0,21
California,US,2020-05-12 3:32,38.07122463,-122.7210631,265,14,0,251
Kentucky,US,2020-05-12 3:32,38.07136018,-82.72882223,1,0,0,1
Indiana,US,2020-05-12 3:32,38.07809328,-86.63741946,21,0,0,21
Colorado,US,2020-05-12 3:32,38.08054629,-106.282466,5,0,0,5
Illinois,US,2020-05-12 3:32,38.08163641,-88.53883373,3,0,0,3
Illinois,US,2020-05-12 3:32,38.08510853,-89.36856219,38,0,0,38
Illinois,US,2020-05-12 3:32,38.08706198,-88.17657461,2,0,0,2
Indiana,US,2020-05-12 3:32,38.08922676,-87.2716085,123,20,0,103
Colorado,US,2020-05-12 3:32,38.10883162,-105.3683478,2,0,0,2
Virginia,US,2020-05-12 3:32,38.11021557,-76.80213247,38,0,0,38
Maryland,US,2020-05-12 3:32,38.1163542,-75.75118623,50,0,0,50
Colorado,US,2020-05-12 3:32,38.14717457,-107.7675136,6,1,0,5
Kentucky,US,2020-05-12 3:32,38.14735938,-83.74588932,6,1,0,5
West Virginia,US,2020-05-12 3:32,38.14901357,-82.42287994,93,7,0,86
Virginia,US,2020-05-12 3:32,38.15965544,-79.05979937,18,0,0,18
Missouri,US,2020-05-12 3:32,38.16193985,-91.92249662,2,0,0,2
Virginia,US,2020-05-12 3:32,38.16404586,-79.12461614,64,1,0,63
West Virginia,US,2020-05-12 3:32,38.172154,-82.07017953,5,0,0,5
Colorado,US,2020-05-12 3:32,38.17359144,-104.5127437,185,12,0,173
Virginia,US,2020-05-12 3:32,38.18574462,-77.655399,257,4,0,253
Kentucky,US,2020-05-12 3:32,38.18664655,-85.65931031,1691,112,0,1579
Indiana,US,2020-05-12 3:32,38.19467379,-86.10948271,160,12,0,148
Kentucky,US,2020-05-12 3:32,38.19484205,-83.42088935,6,0,0,6
California,US,2020-05-12 3:32,38.20537103,-120.552913,13,0,0,13
Kentucky,US,2020-05-12 3:32,38.2054607,-84.21827874,8,1,0,7
Kansas,US,2020-05-12 3:32,38.21267844,-94.84254089,6,0,0,6
Maryland,US,2020-05-12 3:32,38.21274277,-75.33200012,113,4,0,109
Kansas,US,2020-05-12 3:32,38.21413251,-95.29272815,1,0,0,1
Missouri,US,2020-05-12 3:32,38.21450288,-92.42610898,3,0,0,3
Kentucky,US,2020-05-12 3:32,38.21476019,-85.194223,52,3,0,49
Kansas,US,2020-05-12 3:32,38.2365018,-95.73379515,50,8,0,42
Kentucky,US,2020-05-12 3:32,38.2379395,-84.87962551,17,0,0,17
Virginia,US,2020-05-12 3:32,38.24530219,-78.015604,47,0,0,47
Missouri,US,2020-05-12 3:32,38.25271289,-94.34113157,6,1,0,5
Missouri,US,2020-05-12 3:32,38.25926778,-90.53870896,309,12,0,297
Virginia,US,2020-05-12 3:32,38.26818502,-77.15852768,42,4,0,38
California,US,2020-05-12 3:32,38.26827353,-121.9357113,379,10,0,369
Illinois,US,2020-05-12 3:32,38.27594376,-90.17761038,79,11,0,68
Indiana,US,2020-05-12 3:32,38.28814402,-86.44518825,20,0,0,20
Missouri,US,2020-05-12 3:32,38.29503305,-93.28756116,8,0,0,8
Virginia,US,2020-05-12 3:32,38.29545894,-78.46525378,15,1,0,14
West Virginia,US,2020-05-12 3:32,38.29617706,-80.79759588,8,0,0,8
Kentucky,US,2020-05-12 3:32,38.29622293,-84.5816631,32,0,0,32
Virginia,US,2020-05-12 3:32,38.2977863,-77.4922454,61,0,0,61
Illinois,US,2020-05-12 3:32,38.29980057,-88.9240025,94,15,0,79
Maryland,US,2020-05-12 3:32,38.30058422,-76.6062928,244,9,0,235
Kansas,US,2020-05-12 3:32,38.30292938,-96.59563862,3,0,0,3
Indiana,US,2020-05-12 3:32,38.30393723,-87.58054938,8,0,0,8
Kentucky,US,2020-05-12 3:32,38.31690743,-83.05092385,6,0,0,6
Indiana,US,2020-05-12 3:32,38.32117957,-85.90385377,232,29,0,203
Colorado,US,2020-05-12 3:32,38.32608609,-103.7844965,39,1,0,38
West Virginia,US,2020-05-12 3:32,38.32758728,-80.00993811,2,0,0,2
Kentucky,US,2020-05-12 3:32,38.33342292,-84.01889177,1,0,0,1
West Virginia,US,2020-05-12 3:32,38.33860077,-81.52857054,185,11,0,174
Kansas,US,2020-05-12 3:32,38.34616184,-98.19992118,3,0,0,3
Illinois,US,2020-05-12 3:32,38.35309213,-89.40982703,17,0,0,17
Virginia,US,2020-05-12 3:32,38.35799465,-79.56124594,2,0,0,2
Kansas,US,2020-05-12 3:32,38.35855394,-97.0985251,5,1,0,4
Kentucky,US,2020-05-12 3:32,38.36176608,-82.68652187,33,3,0,30
Indiana,US,2020-05-12 3:32,38.36597551,-86.8792417,46,0,0,46
Kentucky,US,2020-05-12 3:32,38.36758311,-83.69657514,1,0,0,1
Maryland,US,2020-05-12 3:32,38.37301947,-75.62705831,690,16,0,674
Missouri,US,2020-05-12 3:32,38.38482826,-93.79293734,9,1,0,8
Kansas,US,2020-05-12 3:32,38.39184858,-97.64769869,26,0,0,26
Kentucky,US,2020-05-12 3:32,38.39791089,-85.448222,37,0,0,37
Indiana,US,2020-05-12 3:32,38.40112197,-87.23574907,3,0,0,3
Colorado,US,2020-05-12 3:32,38.40214114,-108.2639022,127,11,0,116
Missouri,US,2020-05-12 3:32,38.41127108,-91.07522826,130,13,0,117
Virginia,US,2020-05-12 3:32,38.41531222,-78.28220331,21,1,0,20
Virginia,US,2020-05-12 3:32,38.41758738,-77.45917053,384,2,0,382
Missouri,US,2020-05-12 3:32,38.4181765,-92.88791859,7,0,0,7
West Virginia,US,2020-05-12 3:32,38.42424062,-82.23855912,53,0,0,53
Illinois,US,2020-05-12 3:32,38.42955355,-88.42586459,3,0,0,3
Virginia,US,2020-05-12 3:32,38.43542574,-78.87536254,583,21,0,562
Missouri,US,2020-05-12 3:32,38.43947277,-91.50847147,2,0,0,2
Kentucky,US,2020-05-12 3:32,38.44188174,-84.32869741,19,0,0,19
Illinois,US,2020-05-12 3:32,38.44272901,-87.84922065,1,0,0,1
California,US,2020-05-12 3:32,38.44583082,-120.65696,8,0,0,8
Kentucky,US,2020-05-12 3:32,38.44942688,-85.11587507,10,0,0,10
California,US,2020-05-12 3:32,38.45106826,-121.3425374,1173,50,0,1123
Maryland,US,2020-05-12 3:32,38.45413522,-76.02752426,98,2,0,96
Kansas,US,2020-05-12 3:32,38.45576156,-96.15275715,303,2,0,301
Missouri,US,2020-05-12 3:32,38.46036182,-91.8613635,5,0,0,5
West Virginia,US,2020-05-12 3:32,38.46231092,-81.07652217,2,0,0,2
Illinois,US,2020-05-12 3:32,38.46996033,-89.93063427,719,52,0,667
Colorado,US,2020-05-12 3:32,38.47362326,-105.4399667,23,0,0,23
Kansas,US,2020-05-12 3:32,38.47889676,-98.75636726,22,1,0,21
Indiana,US,2020-05-12 3:32,38.48015445,-85.70510334,380,25,0,355
Virginia,US,2020-05-12 3:32,38.48199985,-77.9563087,276,5,0,271
Kansas,US,2020-05-12 3:32,38.48222076,-100.9066539,4,0,0,4
Missouri,US,2020-05-12 3:32,38.50455671,-92.27860244,56,1,0,55
California,US,2020-05-12 3:32,38.50735751,-122.332839,79,3,0,76
West Virginia,US,2020-05-12 3:32,38.50782345,-81.9082131,27,0,0,27
Virginia,US,2020-05-12 3:32,38.51006137,-78.87260325,360,2,0,358
Maryland,US,2020-05-12 3:32,38.51092331,-76.98580666,756,54,0,702
Kentucky,US,2020-05-12 3:32,38.51679143,-84.82404619,1,0,0,1
California,US,2020-05-12 3:32,38.52746429,-122.8862506,309,4,0,305
Kentucky,US,2020-05-12 3:32,38.53184419,-83.37735618,6,0,0,6
Nevada,US,2020-05-12 3:32,38.53841696,-118.4344506,4,0,0,4
Maryland,US,2020-05-12 3:32,38.53961642,-76.56820632,209,11,0,198
Indiana,US,2020-05-12 3:32,38.5411892,-86.49523093,113,18,0,95
Kentucky,US,2020-05-12 3:32,38.54332505,-82.9215658,13,0,0,13
Kansas,US,2020-05-12 3:32,38.56383358,-94.83832189,6,0,0,6
Kansas,US,2020-05-12 3:32,38.56443815,-95.28644341,26,0,0,26
Kentucky,US,2020-05-12 3:32,38.59471935,-83.82151043,7,0,0,7
California,US,2020-05-12 3:32,38.59678594,-119.8223594,2,0,0,2
Ohio,US,2020-05-12 3:32,38.59743452,-82.53466552,25,0,0,25
Indiana,US,2020-05-12 3:32,38.60219804,-86.1049363,48,1,0,47
Illinois,US,2020-05-12 3:32,38.60704876,-89.42385254,127,10,0,117
Kentucky,US,2020-05-12 3:32,38.61056487,-85.33775972,3,0,0,3
Virginia,US,2020-05-12 3:32,38.61807452,-78.48797204,129,12,0,117
Missouri,US,2020-05-12 3:32,38.63555736,-90.24349225,1526,90,0,1436
Missouri,US,2020-05-12 3:32,38.63571781,-92.57976951,44,0,0,44
Missouri,US,2020-05-12 3:32,38.6377004,-90.4458375,3951,266,0,3685
Missouri,US,2020-05-12 3:32,38.64789422,-94.353399,69,8,0,61
Kentucky,US,2020-05-12 3:32,38.64962758,-84.62415957,31,3,0,28
Illinois,US,2020-05-12 3:32,38.64963204,-88.91899208,47,0,0,47
Kansas,US,2020-05-12 3:32,38.65235984,-95.72707998,6,0,0,6
Delaware,US,2020-05-12 3:32,38.66143781,-75.39031349,3091,91,0,3000
Kentucky,US,2020-05-12 3:32,38.66599534,-85.12601074,2,0,0,2
Colorado,US,2020-05-12 3:32,38.66611652,-107.0320729,173,6,0,167
California,US,2020-05-12 3:32,38.68278902,-121.9018288,174,20,0,154
Virginia,US,2020-05-12 3:32,38.68295619,-78.15826963,10,0,0,10
West Virginia,US,2020-05-12 3:32,38.68314479,-79.35084086,5,0,0,5
Indiana,US,2020-05-12 3:32,38.68672078,-85.74627859,81,2,0,79
Kansas,US,2020-05-12 3:32,38.68827511,-96.65128437,3,0,0,3
Indiana,US,2020-05-12 3:32,38.68861576,-87.4194665,21,0,0,21
Kentucky,US,2020-05-12 3:32,38.69158994,-84.08532444,9,0,0,9
Kentucky,US,2020-05-12 3:32,38.69607718,-84.35599463,6,0,0,6
Kansas,US,2020-05-12 3:32,38.69677695,-98.20462799,2,0,0,2
West Virginia,US,2020-05-12 3:32,38.70036159,-80.72011184,2,0,0,2
Indiana,US,2020-05-12 3:32,38.70186039,-87.07185406,54,15,0,39
Virginia,US,2020-05-12 3:32,38.70916224,-77.48713689,2991,53,0,2938
Indiana,US,2020-05-12 3:32,38.7099921,-86.80373186,7,0,0,7
Illinois,US,2020-05-12 3:32,38.71240969,-88.08475366,3,0,0,3
West Virginia,US,2020-05-12 3:32,38.71622686,-81.35243568,8,0,0,8
Illinois,US,2020-05-12 3:32,38.71987914,-87.72884035,4,0,0,4
Missouri,US,2020-05-12 3:32,38.72798918,-93.28471706,67,0,0,67
Virginia,US,2020-05-12 3:32,38.73564842,-77.80647472,180,4,0,176
Virginia,US,2020-05-12 3:32,38.7464321,-77.48509905,428,3,0,425
Missouri,US,2020-05-12 3:32,38.74719601,-93.80691168,63,0,0,63
Colorado,US,2020-05-12 3:32,38.74745778,-106.1926573,68,16,0,52
Illinois,US,2020-05-12 3:32,38.75388572,-88.48914513,2,0,0,2
Kentucky,US,2020-05-12 3:32,38.75398691,-84.8558382,1,0,0,1
Missouri,US,2020-05-12 3:32,38.76529479,-91.16124662,28,0,0,28
Maryland,US,2020-05-12 3:32,38.76618159,-76.10882561,61,1,0,60
West Virginia,US,2020-05-12 3:32,38.769899,-79.87919615,5,0,0,5
Virginia,US,2020-05-12 3:32,38.77058531,-77.44399307,135,2,0,133
West Virginia,US,2020-05-12 3:32,38.77071799,-82.02524219,13,0,0,13
Missouri,US,2020-05-12 3:32,38.77875681,-90.66662425,673,50,0,623
California,US,2020-05-12 3:32,38.77965956,-120.5233166,56,0,0,56
Kansas,US,2020-05-12 3:32,38.78369175,-97.65185177,21,2,0,19
Indiana,US,2020-05-12 3:32,38.78576239,-85.43633383,35,0,0,35
Ohio,US,2020-05-12 3:32,38.80270163,-82.98907345,13,0,0,13
Virginia,US,2020-05-12 3:32,38.814003,-77.08183073,1224,30,0,1194
Ohio,US,2020-05-12 3:32,38.82708533,-82.31647569,6,1,0,5
Indiana,US,2020-05-12 3:32,38.82767338,-85.03022429,14,0,0,14
Colorado,US,2020-05-12 3:32,38.82777431,-102.6032558,5,0,0,5
Illinois,US,2020-05-12 3:32,38.83042506,-89.90422563,435,31,0,404
Maryland,US,2020-05-12 3:32,38.83070039,-76.8496441,9687,359,0,9328
Colorado,US,2020-05-12 3:32,38.83240149,-104.5251411,1137,79,0,1058
Missouri,US,2020-05-12 3:32,38.83674754,-91.92186505,23,1,0,22
Virginia,US,2020-05-12 3:32,38.83677558,-77.27565836,6200,243,0,5957
Indiana,US,2020-05-12 3:32,38.84112637,-86.48361629,120,16,0,104
West Virginia,US,2020-05-12 3:32,38.84263974,-81.68148753,136,15,0,121
Missouri,US,2020-05-12 3:32,38.844478,-92.80896081,9,0,0,9
Ohio,US,2020-05-12 3:32,38.84541072,-83.4718964,6,0,0,6
Virginia,US,2020-05-12 3:32,38.85157547,-77.2977964,39,3,0,36
Virginia,US,2020-05-12 3:32,38.85905135,-78.56813762,250,6,0,244
,Tajikistan,2020-05-12 3:32,38.861034,71.276093,661,21,0,640
Colorado,US,2020-05-12 3:32,38.86246243,-107.8631342,55,1,0,54
Kansas,US,2020-05-12 3:32,38.86600962,-97.15532383,2,0,0,2
Maryland,US,2020-05-12 3:32,38.87172293,-75.82904158,167,0,0,167
Virginia,US,2020-05-12 3:32,38.8767675,-77.10139853,1399,60,0,1339
Colorado,US,2020-05-12 3:32,38.88133511,-105.1614893,31,2,0,29
Virginia,US,2020-05-12 3:32,38.88485255,-77.17560759,37,4,0,33
Kansas,US,2020-05-12 3:32,38.88503636,-95.2925121,57,0,0,57
Kansas,US,2020-05-12 3:32,38.88548175,-94.82250877,604,52,0,552
Illinois,US,2020-05-12 3:32,38.88829622,-89.43534887,9,1,0,8
West Virginia,US,2020-05-12 3:32,38.89285061,-80.23689136,5,0,0,5
District of Columbia,US,2020-05-12 3:32,38.90417773,-77.01655992,6389,328,0,6061
Virginia,US,2020-05-12 3:32,38.90847745,-78.20280433,86,1,0,85
Indiana,US,2020-05-12 3:32,38.9091582,-86.03851889,282,1,0,281
Nevada,US,2020-05-12 3:32,38.912862,-119.6171333,24,0,0,24
Kansas,US,2020-05-12 3:32,38.91458712,-99.31751551,8,0,0,8
Kansas,US,2020-05-12 3:32,38.91588178,-100.4829321,1,0,0,1
West Virginia,US,2020-05-12 3:32,38.9251277,-80.85952723,8,0,0,8
Ohio,US,2020-05-12 3:32,38.93416837,-83.86788395,17,1,0,16
Kentucky,US,2020-05-12 3:32,38.93950319,-84.53241199,401,26,0,375
Missouri,US,2020-05-12 3:32,38.94022054,-91.47000721,7,0,0,7
Kentucky,US,2020-05-12 3:32,38.94384345,-84.37875208,118,9,0,109
Kansas,US,2020-05-12 3:32,38.95471985,-96.20350509,27,0,0,27
Indiana,US,2020-05-12 3:32,38.955305,-84.96515993,9,0,0,9
,Turkey,2020-05-12 3:32,38.9637,35.2433,139771,3841,95780,40150
Kentucky,US,2020-05-12 3:32,38.97065142,-84.72615357,232,4,0,228
Colorado,US,2020-05-12 3:32,38.98749519,-103.5136649,3,0,0,3
Missouri,US,2020-05-12 3:32,38.99186229,-92.30723575,100,1,0,99
West Virginia,US,2020-05-12 3:32,38.9947249,-80.49988181,4,0,0,4
Indiana,US,2020-05-12 3:32,38.99588883,-85.62710784,96,3,0,93
Utah,US,2020-05-12 3:32,38.99617072,-110.7013958,14,0,0,14
Kansas,US,2020-05-12 3:32,38.99871131,-96.7577178,14,0,0,14
Illinois,US,2020-05-12 3:32,39.00072038,-89.02452658,17,2,0,15
Illinois,US,2020-05-12 3:32,39.0032229,-87.75954624,10,0,0,10
Maryland,US,2020-05-12 3:32,39.00670238,-76.60329337,2492,124,0,2368
West Virginia,US,2020-05-12 3:32,39.00683177,-78.85855301,16,0,0,16
Missouri,US,2020-05-12 3:32,39.01002188,-94.34724536,388,16,0,372
Illinois,US,2020-05-12 3:32,39.01054275,-88.15437049,46,6,0,40
Nevada,US,2020-05-12 3:32,39.01777974,-119.1870479,44,0,0,44
Colorado,US,2020-05-12 3:32,39.01787888,-108.469799,51,0,0,51
Ohio,US,2020-05-12 3:32,39.01914254,-82.6181856,8,0,0,8
West Virginia,US,2020-05-12 3:32,39.02775007,-81.37473928,3,0,0,3
California,US,2020-05-12 3:32,39.03417539,-121.6945899,34,2,0,32
Indiana,US,2020-05-12 3:32,39.03630547,-86.96223202,147,14,0,133
Kansas,US,2020-05-12 3:32,39.04100763,-95.7557264,166,5,0,161
Ohio,US,2020-05-12 3:32,39.04847534,-84.15375786,125,3,0,122
Missouri,US,2020-05-12 3:32,39.05345619,-90.95588181,103,1,0,102
Illinois,US,2020-05-12 3:32,39.05935711,-88.58969584,6,1,0,5
California,US,2020-05-12 3:32,39.06167234,-120.7240569,170,8,0,162
Maryland,US,2020-05-12 3:32,39.06198912,-76.03530977,100,9,0,91
Missouri,US,2020-05-12 3:32,39.06986886,-93.78076396,62,2,0,60
,Greece,2020-05-12 3:32,39.0742,21.8243,2726,151,1374,1201
Ohio,US,2020-05-12 3:32,39.07634001,-83.06769584,5,0,0,5
Delaware,US,2020-05-12 3:32,39.08646628,-75.56884914,1044,39,0,1005
Illinois,US,2020-05-12 3:32,39.08869046,-90.35393073,17,1,0,16
Indiana,US,2020-05-12 3:32,39.08952258,-87.41414469,20,0,0,20
Virginia,US,2020-05-12 3:32,39.08990083,-77.63481877,1195,30,0,1165
Ohio,US,2020-05-12 3:32,39.09224872,-82.0305041,3,0,0,3
Missouri,US,2020-05-12 3:32,39.0997,-94.5786,783,16,0,767
California,US,2020-05-12 3:32,39.10124298,-122.7536244,8,0,0,8
Indiana,US,2020-05-12 3:32,39.10235626,-85.26212744,101,6,0,95
West Virginia,US,2020-05-12 3:32,39.10314817,-79.19440518,3,0,0,3
West Virginia,US,2020-05-12 3:32,39.11240885,-79.57053576,4,0,0,4
Virginia,US,2020-05-12 3:32,39.11271747,-77.99199425,16,0,0,16
Kansas,US,2020-05-12 3:32,39.11727348,-94.76378225,1086,65,0,1021
Colorado,US,2020-05-12 3:32,39.120926,-105.7182065,16,0,0,16
West Virginia,US,2020-05-12 3:32,39.1307219,-80.00350858,7,1,0,6
Kansas,US,2020-05-12 3:32,39.13237408,-97.65020313,4,0,0,4
Maryland,US,2020-05-12 3:32,39.13676329,-77.20358245,6909,388,0,6521
Missouri,US,2020-05-12 3:32,39.13734288,-93.20259964,219,0,0,219
Missouri,US,2020-05-12 3:32,39.1435761,-92.69756691,3,0,0,3
Indiana,US,2020-05-12 3:32,39.14647946,-84.97333539,151,13,0,138
New Jersey,US,2020-05-12 3:32,39.15008829,-74.80170244,462,32,0,430
Nevada,US,2020-05-12 3:32,39.15509045,-119.7480219,56,2,0,54
Indiana,US,2020-05-12 3:32,39.16130004,-86.52414358,145,9,0,136
Illinois,US,2020-05-12 3:32,39.16840183,-90.66330078,1,0,0,1
Virginia,US,2020-05-12 3:32,39.17054517,-78.17325058,66,0,0,66
California,US,2020-05-12 3:32,39.17881957,-122.2331726,3,0,0,3
West Virginia,US,2020-05-12 3:32,39.18094587,-81.06356878,1,0,0,1
Ohio,US,2020-05-12 3:32,39.1839264,-83.60331456,12,1,0,11
Indiana,US,2020-05-12 3:32,39.19605589,-86.22868909,26,1,0,25
Ohio,US,2020-05-12 3:32,39.19673558,-84.54502924,1823,101,0,1722
Virginia,US,2020-05-12 3:32,39.20172582,-78.25974949,166,2,0,164
Kansas,US,2020-05-12 3:32,39.20183497,-95.03620809,937,6,0,931
Colorado,US,2020-05-12 3:32,39.20278823,-106.3555697,23,0,0,23
Indiana,US,2020-05-12 3:32,39.20744865,-85.89558181,360,26,0,334
West Virginia,US,2020-05-12 3:32,39.20967886,-81.5162836,43,2,0,41
Missouri,US,2020-05-12 3:32,39.215877,-91.84242683,2,0,0,2
Colorado,US,2020-05-12 3:32,39.21720112,-106.9310027,54,2,0,52
Illinois,US,2020-05-12 3:32,39.23198845,-89.47809254,34,1,0,33
Kansas,US,2020-05-12 3:32,39.2347941,-95.38289232,13,0,0,13
Maryland,US,2020-05-12 3:32,39.24976208,-76.04741541,116,13,0,103
Ohio,US,2020-05-12 3:32,39.25208988,-82.4831444,12,0,0,12
Maryland,US,2020-05-12 3:32,39.25305293,-76.93126208,1223,31,0,1192
Illinois,US,2020-05-12 3:32,39.26119767,-89.92424028,39,1,0,38
California,US,2020-05-12 3:32,39.26255932,-121.3535644,21,1,0,20
Illinois,US,2020-05-12 3:32,39.27432424,-88.2401158,4,0,0,4
West Virginia,US,2020-05-12 3:32,39.2853852,-80.37919577,34,1,0,33
Colorado,US,2020-05-12 3:32,39.28656773,-104.1358721,39,1,0,38
Kansas,US,2020-05-12 3:32,39.28935726,-96.73420026,58,0,0,58
Maryland,US,2020-05-12 3:32,39.30211911,-76.61151012,3353,171,0,3182
California,US,2020-05-12 3:32,39.30394768,-120.7627281,41,1,0,40
Colorado,US,2020-05-12 3:32,39.30497777,-102.6022199,25,2,0,23
Tianjin,China,2020-05-12 3:32,39.3054,117.323,191,3,186,2
Indiana,US,2020-05-12 3:32,39.30712658,-85.50087166,215,29,0,186
West Virginia,US,2020-05-12 3:32,39.30776166,-77.86014147,88,1,0,87
Missouri,US,2020-05-12 3:32,39.31132056,-94.41850862,96,1,0,95
Indiana,US,2020-05-12 3:32,39.31145587,-86.83900724,28,1,0,27
West Virginia,US,2020-05-12 3:32,39.32103553,-78.60826476,9,1,0,8
Colorado,US,2020-05-12 3:32,39.33133796,-104.930001,604,29,0,575
Ohio,US,2020-05-12 3:32,39.33425634,-82.04278644,6,1,0,5
Illinois,US,2020-05-12 3:32,39.33425789,-87.78705622,8,0,0,8
West Virginia,US,2020-05-12 3:32,39.33602617,-80.0421439,8,0,0,8
Ohio,US,2020-05-12 3:32,39.33705391,-83.06000914,53,1,0,52
Missouri,US,2020-05-12 3:32,39.34310674,-91.16980779,13,0,0,13
Kansas,US,2020-05-12 3:32,39.34948772,-97.16518128,4,1,0,3
Kansas,US,2020-05-12 3:32,39.35018161,-100.4418259,2,0,0,2
Kansas,US,2020-05-12 3:32,39.35022773,-99.32484567,6,0,0,6
Kansas,US,2020-05-12 3:32,39.3503437,-98.76753828,2,0,0,2
Kansas,US,2020-05-12 3:32,39.35147699,-101.7197624,5,0,0,5
Missouri,US,2020-05-12 3:32,39.3537468,-93.98905745,12,0,0,12
Illinois,US,2020-05-12 3:32,39.35907414,-90.388865,4,0,0,4
West Virginia,US,2020-05-12 3:32,39.37091679,-81.16771771,2,0,0,2
New Jersey,US,2020-05-12 3:32,39.37199394,-75.10712559,1363,40,0,1323
Utah,US,2020-05-12 3:32,39.37231946,-111.5758676,28,0,0,28
Kansas,US,2020-05-12 3:32,39.37925655,-96.34564657,19,0,0,19
Missouri,US,2020-05-12 3:32,39.38154439,-94.77068479,45,0,0,45
Illinois,US,2020-05-12 3:32,39.39133527,-88.80611122,10,1,0,9
Kansas,US,2020-05-12 3:32,39.39331582,-98.20906732,3,0,0,3
Indiana,US,2020-05-12 3:32,39.39561833,-87.11723506,24,1,0,23
,Portugal,2020-05-12 3:32,39.3999,-8.2245,27679,1144,2549,23986
Indiana,US,2020-05-12 3:32,39.4142482,-85.06062647,106,7,0,99
Ohio,US,2020-05-12 3:32,39.41485808,-83.80852286,35,0,0,35
West Virginia,US,2020-05-12 3:32,39.41561583,-78.94104895,23,0,0,23
Kansas,US,2020-05-12 3:32,39.41673394,-95.79356799,4,0,0,4
Ohio,US,2020-05-12 3:32,39.42581994,-84.16557457,209,13,0,196
Missouri,US,2020-05-12 3:32,39.42762566,-93.50626255,3,0,0,3
Indiana,US,2020-05-12 3:32,39.42944561,-87.39169027,83,6,0,77
California,US,2020-05-12 3:32,39.4381191,-123.3911313,12,0,0,12
Missouri,US,2020-05-12 3:32,39.44007257,-92.4971374,8,0,0,8
Ohio,US,2020-05-12 3:32,39.44012838,-84.57388716,479,13,0,466
Nevada,US,2020-05-12 3:32,39.44157041,-114.899966,3,0,0,3
Nevada,US,2020-05-12 3:32,39.44875482,-119.5250207,0,0,0,0
Ohio,US,2020-05-12 3:32,39.45690571,-81.49121382,114,17,0,97
Maryland,US,2020-05-12 3:32,39.45784712,-76.62911955,3948,194,0,3754
West Virginia,US,2020-05-12 3:32,39.46704621,-78.02414609,190,5,0,185
West Virginia,US,2020-05-12 3:32,39.46770987,-79.66712803,14,0,0,14
West Virginia,US,2020-05-12 3:32,39.46811972,-80.88772676,3,0,0,3
Maryland,US,2020-05-12 3:32,39.47296601,-77.39999394,1267,74,0,1193
New Jersey,US,2020-05-12 3:32,39.47538693,-74.65848483,1533,77,0,1456
Indiana,US,2020-05-12 3:32,39.47899078,-86.44573375,208,8,0,200
Kansas,US,2020-05-12 3:32,39.48028352,-97.64925343,4,0,0,4
Indiana,US,2020-05-12 3:32,39.48994426,-86.10149107,827,90,0,737
Ohio,US,2020-05-12 3:32,39.49537927,-82.47991446,22,1,0,21
West Virginia,US,2020-05-12 3:32,39.50984542,-80.24244659,46,2,0,44
Missouri,US,2020-05-12 3:32,39.51499357,-92.9629191,5,0,0,5
Illinois,US,2020-05-12 3:32,39.51949084,-88.22358557,41,2,0,39
Indiana,US,2020-05-12 3:32,39.52305623,-85.7915857,272,16,0,256
Maryland,US,2020-05-12 3:32,39.52786077,-79.27355126,6,0,0,6
Missouri,US,2020-05-12 3:32,39.52817427,-91.51838643,1,0,0,1
Kansas,US,2020-05-12 3:32,39.53185661,-95.30870026,14,0,0,14
Illinois,US,2020-05-12 3:32,39.54581621,-89.27780482,29,4,0,25
Hebei,China,2020-05-12 3:32,39.549,116.1306,328,6,321,1
Maryland,US,2020-05-12 3:32,39.55010644,-76.3077594,605,25,0,580
