Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active
West Virginia,US,2020-05-12 3:32,39.55439028,-78.26311676,16,0,0,16
Ohio,US,2020-05-12 3:32,39.56021306,-83.4562016,23,0,0,23
Maryland,US,2020-05-12 3:32,39.56453592,-77.02373735,583,58,0,525
Maryland,US,2020-05-12 3:32,39.56647682,-75.94627411,267,13,0,254
Delaware,US,2020-05-12 3:32,39.57992638,-75.64054974,2390,95,0,2295
Nevada,US,2020-05-12 3:32,39.58105744,-118.3394607,3,0,0,3
Colorado,US,2020-05-12 3:32,39.58635604,-105.2517692,1658,94,0,1564
New Jersey,US,2020-05-12 3:32,39.58719656,-75.3469663,411,18,0,393
California,US,2020-05-12 3:32,39.59875897,-122.3938452,6,0,0,6
Colorado,US,2020-05-12 3:32,39.59921777,-107.902708,103,2,0,101
Missouri,US,2020-05-12 3:32,39.6013098,-94.40465394,14,0,0,14
West Virginia,US,2020-05-12 3:32,39.6065771,-80.6401654,6,0,0,6
Maryland,US,2020-05-12 3:32,39.60835778,-77.82002295,283,9,0,274
Indiana,US,2020-05-12 3:32,39.62002287,-85.4655599,37,2,0,35
Ohio,US,2020-05-12 3:32,39.62081738,-81.85308173,5,0,0,5
Illinois,US,2020-05-12 3:32,39.62265059,-90.8877017,1,0,0,1
Maryland,US,2020-05-12 3:32,39.62357628,-78.69280486,146,12,0,134
Indiana,US,2020-05-12 3:32,39.62550777,-84.92497066,8,0,0,8
Colorado,US,2020-05-12 3:32,39.62754308,-106.6933637,559,8,0,551
West Virginia,US,2020-05-12 3:32,39.63218457,-80.04766838,113,5,0,108
Indiana,US,2020-05-12 3:32,39.63684962,-85.17797541,38,4,0,34
Colorado,US,2020-05-12 3:32,39.63803232,-106.1150762,169,1,0,168
Ohio,US,2020-05-12 3:32,39.64170392,-83.0243386,1933,23,0,1910
Illinois,US,2020-05-12 3:32,39.64187451,-88.62099969,6,0,0,6
Colorado,US,2020-05-12 3:32,39.64977461,-104.3353617,3313,179,0,3134
Missouri,US,2020-05-12 3:32,39.65620858,-93.98308093,3,0,0,3
Missouri,US,2020-05-12 3:32,39.65816401,-94.80138942,447,2,0,445
Indiana,US,2020-05-12 3:32,39.66437981,-86.84517605,89,5,0,84
California,US,2020-05-12 3:32,39.66727762,-121.6005252,20,0,0,20
Colorado,US,2020-05-12 3:32,39.68864463,-105.6463118,14,1,0,13
Ohio,US,2020-05-12 3:32,39.69116283,-83.89032084,63,5,0,58
New Jersey,US,2020-05-12 3:32,39.71581067,-75.13995546,1690,83,0,1607
Illinois,US,2020-05-12 3:32,39.71654544,-90.20255104,30,1,0,29
Ohio,US,2020-05-12 3:32,39.72984936,-81.08464734,19,0,0,19
Ohio,US,2020-05-12 3:32,39.73508655,-82.23804971,14,1,0,13
Ohio,US,2020-05-12 3:32,39.7420247,-84.64787018,28,1,0,27
Ohio,US,2020-05-12 3:32,39.75107189,-82.63088163,178,3,0,175
Ohio,US,2020-05-12 3:32,39.75394919,-84.29050975,422,10,0,412
Illinois,US,2020-05-12 3:32,39.75836914,-89.65872023,262,19,0,243
Colorado,US,2020-05-12 3:32,39.76018276,-104.8725695,4118,212,0,3906
Indiana,US,2020-05-12 3:32,39.76719009,-86.51037283,973,54,0,919
Illinois,US,2020-05-12 3:32,39.76768052,-88.21854195,20,0,0,20
Ohio,US,2020-05-12 3:32,39.76818851,-81.45937183,5,0,0,5
Indiana,US,2020-05-12 3:32,39.77202286,-87.20375833,16,0,0,16
Missouri,US,2020-05-12 3:32,39.78110272,-93.54645978,3,0,0,3
Indiana,US,2020-05-12 3:32,39.78163624,-86.13826325,7510,423,0,7087
Kansas,US,2020-05-12 3:32,39.78345387,-96.01392079,1,0,0,1
Kansas,US,2020-05-12 3:32,39.78420784,-97.0875323,0,0,0,0
Kansas,US,2020-05-12 3:32,39.78443827,-99.90286639,2,0,0,2
Kansas,US,2020-05-12 3:32,39.78465501,-99.34668865,1,0,0,1
Kansas,US,2020-05-12 3:32,39.78470589,-98.21820662,4,0,0,4
Kansas,US,2020-05-12 3:32,39.78516566,-98.78566062,2,0,0,2
Kansas,US,2020-05-12 3:32,39.78580976,-101.7318201,2,0,0,2
Kansas,US,2020-05-12 3:32,39.79067154,-95.14056866,8,0,0,8
Missouri,US,2020-05-12 3:32,39.79742518,-92.07634971,1,0,0,1
New Jersey,US,2020-05-12 3:32,39.80343818,-74.96388753,4959,227,0,4732
Missouri,US,2020-05-12 3:32,39.80601912,-91.62203062,5,0,0,5
Indiana,US,2020-05-12 3:32,39.82304555,-85.77566351,270,19,0,251
Kansas,US,2020-05-12 3:32,39.82652589,-95.56421698,1,0,0,1
Kansas,US,2020-05-12 3:32,39.82799632,-97.65036709,4,0,0,4
Missouri,US,2020-05-12 3:32,39.83049768,-92.56453089,2,0,0,2
Indiana,US,2020-05-12 3:32,39.8523352,-87.46160542,7,0,0,7
Colorado,US,2020-05-12 3:32,39.85646523,-105.5252597,1,0,0,1
Pennsylvania,US,2020-05-12 3:32,39.85746531,-80.22357106,27,1,0,26
West Virginia,US,2020-05-12 3:32,39.86064362,-80.66591062,22,0,0,22
Illinois,US,2020-05-12 3:32,39.86064913,-88.96342505,146,15,0,131
Indiana,US,2020-05-12 3:32,39.8633444,-85.01044989,53,5,0,48
Missouri,US,2020-05-12 3:32,39.87001769,-93.10704106,5,1,0,4
Pennsylvania,US,2020-05-12 3:32,39.87140411,-77.21610347,167,5,0,162
Colorado,US,2020-05-12 3:32,39.87432092,-104.3362578,2278,81,0,2197
New Jersey,US,2020-05-12 3:32,39.87681124,-74.66927768,3665,200,0,3465
New Jersey,US,2020-05-12 3:32,39.8895449,-74.28089251,7569,547,0,7022
Missouri,US,2020-05-12 3:32,39.89201062,-94.40476508,4,0,0,4
Ohio,US,2020-05-12 3:32,39.89381073,-83.40178317,84,3,0,81
Ohio,US,2020-05-12 3:32,39.91592258,-83.78498252,98,3,0,95
Pennsylvania,US,2020-05-12 3:32,39.91680171,-75.40243663,5046,399,0,4647
Pennsylvania,US,2020-05-12 3:32,39.92041012,-79.64291195,85,4,0,81
Pennsylvania,US,2020-05-12 3:32,39.9210089,-76.73040131,784,13,0,771
Pennsylvania,US,2020-05-12 3:32,39.92913544,-78.11163677,8,0,0,8
Pennsylvania,US,2020-05-12 3:32,39.92956518,-77.72157791,513,12,0,501
Indiana,US,2020-05-12 3:32,39.93029017,-85.39625719,85,2,0,83
Nevada,US,2020-05-12 3:32,39.9332233,-117.0397075,17,0,0,17
Colorado,US,2020-05-12 3:32,39.95998787,-105.0566324,200,17,0,183
Missouri,US,2020-05-12 3:32,39.96145298,-93.98519678,3,0,0,3
Illinois,US,2020-05-12 3:32,39.96209138,-90.75068024,9,0,0,9
Ohio,US,2020-05-12 3:32,39.96575964,-81.94363275,27,0,0,27
Illinois,US,2020-05-12 3:32,39.96991073,-90.24734436,56,0,0,56
Ohio,US,2020-05-12 3:32,39.96995815,-83.01115755,3881,124,0,3757
Colorado,US,2020-05-12 3:32,39.97015535,-103.202587,9,0,0,9
Pennsylvania,US,2020-05-12 3:32,39.97172723,-79.02699593,32,1,0,31
Pennsylvania,US,2020-05-12 3:32,39.97291773,-75.74768357,1884,187,0,1697
Colorado,US,2020-05-12 3:32,39.97913541,-108.2179009,1,0,0,1
Nevada,US,2020-05-12 3:32,39.98100864,-116.2683204,0,0,0,0
Missouri,US,2020-05-12 3:32,39.98492163,-94.80163024,8,0,0,8
Illinois,US,2020-05-12 3:32,39.98815591,-91.18786813,41,1,0,40
Pennsylvania,US,2020-05-12 3:32,40.00338507,-75.1379271,18313,893,0,17420
Colorado,US,2020-05-12 3:32,40.00346839,-102.4258673,11,0,0,11
California,US,2020-05-12 3:32,40.00355989,-120.8395236,4,0,0,4
Pennsylvania,US,2020-05-12 3:32,40.00522157,-78.48998442,29,1,0,28
Illinois,US,2020-05-12 3:32,40.01360584,-88.59319339,7,0,0,7
Ohio,US,2020-05-12 3:32,40.01625942,-80.9924051,258,7,0,251
Illinois,US,2020-05-12 3:32,40.02742725,-89.80246001,17,0,0,17
Pennsylvania,US,2020-05-12 3:32,40.03904563,-76.24770128,2256,233,0,2023
Indiana,US,2020-05-12 3:32,40.04034823,-86.89335024,140,5,0,135
Ohio,US,2020-05-12 3:32,40.05026529,-81.49248905,21,0,0,21
Indiana,US,2020-05-12 3:32,40.0509304,-86.46841646,226,31,0,195
Ohio,US,2020-05-12 3:32,40.0543329,-84.22871271,313,28,0,285
,Armenia,2020-05-12 3:32,40.0691,45.0382,3392,46,1359,1987
Indiana,US,2020-05-12 3:32,40.07306535,-86.05244729,936,82,0,854
Ohio,US,2020-05-12 3:32,40.09136236,-82.48185785,164,7,0,157
Colorado,US,2020-05-12 3:32,40.09313619,-105.3546767,777,55,0,722
West Virginia,US,2020-05-12 3:32,40.0955451,-80.62203992,38,1,0,37
Missouri,US,2020-05-12 3:32,40.09673161,-91.72070156,6,1,0,5
Missouri,US,2020-05-12 3:32,40.09799248,-95.2163888,1,0,0,1
Colorado,US,2020-05-12 3:32,40.10603347,-106.1178042,5,0,0,5
Utah,US,2020-05-12 3:32,40.1166722,-111.6657662,1358,11,0,1347
Indiana,US,2020-05-12 3:32,40.12361933,-87.24217689,16,2,0,14
Utah,US,2020-05-12 3:32,40.12491499,-109.5174415,16,0,0,16
California,US,2020-05-12 3:32,40.12570935,-122.2370171,1,1,0,0
Illinois,US,2020-05-12 3:32,40.12581572,-89.36638784,9,0,0,9
Ohio,US,2020-05-12 3:32,40.13412966,-84.6194517,89,14,0,75
Illinois,US,2020-05-12 3:32,40.13919438,-88.20046615,279,6,0,273
Ohio,US,2020-05-12 3:32,40.13923427,-83.76875242,19,1,0,18
,Azerbaijan,2020-05-12 3:32,40.1431,47.5769,2589,32,1680,877
Illinois,US,2020-05-12 3:32,40.1571798,-90.61114163,7,0,0,7
Indiana,US,2020-05-12 3:32,40.15734772,-85.01139319,23,2,0,21
Indiana,US,2020-05-12 3:32,40.16143691,-85.71964711,509,57,0,452
Pennsylvania,US,2020-05-12 3:32,40.1625372,-77.26130755,451,33,0,418
Illinois,US,2020-05-12 3:32,40.17514519,-88.90959682,3,0,0,3
Nebraska,US,2020-05-12 3:32,40.1755688,-100.476998,5,0,0,5
Nebraska,US,2020-05-12 3:32,40.17584531,-97.142601,5,0,0,5
Nebraska,US,2020-05-12 3:32,40.17609175,-101.0416477,1,0,0,1
Nebraska,US,2020-05-12 3:32,40.17636348,-98.95299073,5,0,0,5
Nebraska,US,2020-05-12 3:32,40.17642064,-99.91247454,4,0,0,4
Nebraska,US,2020-05-12 3:32,40.17642643,-98.50019851,5,0,0,5
Beijing,China,2020-05-12 3:32,40.1824,116.4142,593,9,571,13
Illinois,US,2020-05-12 3:32,40.18417171,-87.73384359,25,1,0,24
Missouri,US,2020-05-12 3:32,40.19058551,-92.60078167,12,0,0,12
Pennsylvania,US,2020-05-12 3:32,40.19208869,-80.24582867,124,4,0,120
Missouri,US,2020-05-12 3:32,40.2099105,-93.11150106,1,0,0,1
Pennsylvania,US,2020-05-12 3:32,40.21053671,-75.36652296,5292,525,0,4767
Missouri,US,2020-05-12 3:32,40.21097916,-94.40944419,1,0,0,1
Indiana,US,2020-05-12 3:32,40.22787247,-85.39732772,229,19,0,210
Illinois,US,2020-05-12 3:32,40.23917274,-89.91824452,15,0,0,15
Nebraska,US,2020-05-12 3:32,40.26186809,-96.68946704,41,3,0,38
Colorado,US,2020-05-12 3:32,40.2627981,-103.8093302,517,22,0,495
New Jersey,US,2020-05-12 3:32,40.26549699,-74.22240686,6988,445,0,6543
West Virginia,US,2020-05-12 3:32,40.27367263,-80.57915332,3,0,0,3
Ohio,US,2020-05-12 3:32,40.27942393,-83.00457058,222,4,0,218
New Jersey,US,2020-05-12 3:32,40.28047017,-74.70479631,5393,340,0,5053
Ohio,US,2020-05-12 3:32,40.29380509,-81.09068544,6,0,0,6
Ohio,US,2020-05-12 3:32,40.30016061,-83.37239023,28,0,0,28
Ohio,US,2020-05-12 3:32,40.30096166,-81.91729018,19,0,0,19
Indiana,US,2020-05-12 3:32,40.30319754,-86.47277257,96,1,0,95
Indiana,US,2020-05-12 3:32,40.31123252,-86.05234925,21,1,0,20
Pennsylvania,US,2020-05-12 3:32,40.3137798,-79.46615476,418,30,0,388
Utah,US,2020-05-12 3:32,40.33110236,-111.1691419,183,1,0,182
Ohio,US,2020-05-12 3:32,40.33163494,-84.20258189,32,1,0,31
Pennsylvania,US,2020-05-12 3:32,40.33682119,-75.10836643,4028,349,0,3679
Indiana,US,2020-05-12 3:32,40.34728141,-87.35602659,12,1,0,11
Missouri,US,2020-05-12 3:32,40.35570088,-93.99222144,6,0,0,6
Missouri,US,2020-05-12 3:32,40.36079813,-94.88133008,5,0,0,5
Pennsylvania,US,2020-05-12 3:32,40.36680311,-76.45651841,815,16,0,799
Nebraska,US,2020-05-12 3:32,40.38514847,-95.85433992,1,0,0,1
Ohio,US,2020-05-12 3:32,40.38614126,-80.76259514,56,2,0,54
Indiana,US,2020-05-12 3:32,40.38872739,-86.89413959,244,2,0,242
Ohio,US,2020-05-12 3:32,40.38996525,-83.76784341,23,0,0,23
Nebraska,US,2020-05-12 3:32,40.39257596,-96.26522753,5,0,0,5
Ohio,US,2020-05-12 3:32,40.39830217,-82.42027563,20,1,0,19
Pennsylvania,US,2020-05-12 3:32,40.40206612,-77.26297447,35,1,0,34
Illinois,US,2020-05-12 3:32,40.40423981,-91.16313899,12,0,0,12
Missouri,US,2020-05-12 3:32,40.41040752,-91.73661677,1,0,0,1
Pennsylvania,US,2020-05-12 3:32,40.41377078,-76.77993242,830,36,0,794
Pennsylvania,US,2020-05-12 3:32,40.41570541,-75.92457766,3417,171,0,3246
Pennsylvania,US,2020-05-12 3:32,40.42162652,-77.97673273,187,0,0,187
Missouri,US,2020-05-12 3:32,40.43238737,-95.42970639,2,0,0,2
New Jersey,US,2020-05-12 3:32,40.43629879,-74.41426991,14036,794,0,13242
Indiana,US,2020-05-12 3:32,40.43781032,-85.00576229,22,0,0,22
Nevada,US,2020-05-12 3:32,40.44003782,-118.4005641,0,0,0,0
Ohio,US,2020-05-12 3:32,40.44214695,-81.47226262,216,1,0,215
Utah,US,2020-05-12 3:32,40.44862644,-113.1295715,77,0,0,77
Missouri,US,2020-05-12 3:32,40.45214695,-92.14709064,4,0,0,4
Illinois,US,2020-05-12 3:32,40.45674722,-90.67775541,49,2,0,47
,Spain,2020-05-12 3:32,40.463667,-3.74922,227436,26744,137139,63553
Pennsylvania,US,2020-05-12 3:32,40.46809875,-79.98167747,1511,123,0,1388
Illinois,US,2020-05-12 3:32,40.47289135,-90.20862357,3,0,0,3
Indiana,US,2020-05-12 3:32,40.47388153,-85.32499702,14,1,0,13
Missouri,US,2020-05-12 3:32,40.47945588,-94.42328751,1,0,0,1
Pennsylvania,US,2020-05-12 3:32,40.47961444,-78.34917412,29,0,0,29
Indiana,US,2020-05-12 3:32,40.48527731,-86.11351892,256,9,0,247
Colorado,US,2020-05-12 3:32,40.48596505,-106.9905548,58,6,0,52
Illinois,US,2020-05-12 3:32,40.48996987,-88.84621113,121,3,0,118
Pennsylvania,US,2020-05-12 3:32,40.49527404,-78.71377428,44,1,0,43
Nebraska,US,2020-05-12 3:32,40.50663314,-98.94877182,7,0,0,7
Illinois,US,2020-05-12 3:32,40.50716185,-89.51404662,59,4,0,55
Nebraska,US,2020-05-12 3:32,40.51156033,-99.41461667,11,0,0,11
Nebraska,US,2020-05-12 3:32,40.51481965,-99.83020279,12,0,0,12
Indiana,US,2020-05-12 3:32,40.51587228,-85.65468702,153,16,0,137
West Virginia,US,2020-05-12 3:32,40.51943859,-80.57461608,12,0,0,12
Ohio,US,2020-05-12 3:32,40.5236356,-82.7892599,87,1,0,86
Nebraska,US,2020-05-12 3:32,40.52418865,-97.14085859,367,0,0,367
Nebraska,US,2020-05-12 3:32,40.52439441,-98.05126296,11,0,0,11
Nebraska,US,2020-05-12 3:32,40.5244942,-98.50117804,227,3,0,224
Nebraska,US,2020-05-12 3:32,40.52458567,-97.59646937,3,0,0,3
Nebraska,US,2020-05-12 3:32,40.52993007,-100.3924658,1,0,0,1
Pennsylvania,US,2020-05-12 3:32,40.53358749,-77.3997513,93,1,0,92
Ohio,US,2020-05-12 3:32,40.54043046,-84.62912742,84,1,0,83
Colorado,US,2020-05-12 3:32,40.55499405,-104.3929621,2159,114,0,2045
Ohio,US,2020-05-12 3:32,40.55998859,-84.2242143,43,3,0,40
Ohio,US,2020-05-12 3:32,40.56163713,-81.92635677,8,1,0,7
New Jersey,US,2020-05-12 3:32,40.56335249,-74.91284156,723,45,0,678
New Jersey,US,2020-05-12 3:32,40.56465737,-74.61683016,4093,335,0,3758
Ohio,US,2020-05-12 3:32,40.5789686,-81.09178213,24,1,0,23
Indiana,US,2020-05-12 3:32,40.5807832,-86.56198812,71,2,0,69
Ohio,US,2020-05-12 3:32,40.58610662,-83.15736305,2404,14,0,2390
Colorado,US,2020-05-12 3:32,40.59414277,-102.3577703,9,0,0,9
Illinois,US,2020-05-12 3:32,40.59706922,-88.22350769,14,1,0,13
Indiana,US,2020-05-12 3:32,40.60626947,-87.31093999,13,0,0,13
Pennsylvania,US,2020-05-12 3:32,40.61116939,-77.61070738,52,0,0,52
Pennsylvania,US,2020-05-12 3:32,40.6154815,-75.59435245,3259,121,0,3138
Colorado,US,2020-05-12 3:32,40.61810999,-108.2070876,6,0,0,6
Iowa,US,2020-05-12 3:32,40.64181461,-91.48183025,18,0,0,18
Nebraska,US,2020-05-12 3:32,40.64843556,-96.13374142,2,0,0,2
California,US,2020-05-12 3:32,40.6491767,-123.114713,1,0,0,1
Pennsylvania,US,2020-05-12 3:32,40.65241041,-79.08963285,76,5,0,71
New Jersey,US,2020-05-12 3:32,40.65835409,-74.30680092,14164,875,0,13289
Ohio,US,2020-05-12 3:32,40.66015414,-83.65929931,28,0,0,28
Nevada,US,2020-05-12 3:32,40.66562265,-119.6631594,1100,39,0,1061
Utah,US,2020-05-12 3:32,40.66616532,-111.9216011,3365,45,0,3320
Colorado,US,2020-05-12 3:32,40.66671597,-105.4625784,452,19,0,433
Pennsylvania,US,2020-05-12 3:32,40.6825484,-80.34921611,491,78,0,413
California,US,2020-05-12 3:32,40.69923009,-123.876044,61,0,0,61
Pennsylvania,US,2020-05-12 3:32,40.70497338,-76.2150785,453,13,0,440
Colorado,US,2020-05-12 3:32,40.7249637,-103.110817,432,2,0,430
Indiana,US,2020-05-12 3:32,40.72934187,-85.22132966,11,0,0,11
Iowa,US,2020-05-12 3:32,40.73710579,-94.69778563,1,0,0,1
Iowa,US,2020-05-12 3:32,40.73742757,-93.78645949,0,0,0,0
New Jersey,US,2020-05-12 3:32,40.73766234,-74.07515667,17801,996,0,16805
Iowa,US,2020-05-12 3:32,40.7393172,-95.1497813,10,0,0,10
Iowa,US,2020-05-12 3:32,40.73969028,-93.32752197,1,0,0,1
New York,US,2020-05-12 3:32,40.74066522,-73.58941873,38337,1973,0,36364
Iowa,US,2020-05-12 3:32,40.74324454,-92.86865906,6,3,0,3
Iowa,US,2020-05-12 3:32,40.7454272,-95.60129045,1,0,0,1
Indiana,US,2020-05-12 3:32,40.7457653,-84.93671406,8,1,0,7
Illinois,US,2020-05-12 3:32,40.74717633,-87.82466784,98,2,0,96
Iowa,US,2020-05-12 3:32,40.74773536,-92.41005468,11,0,0,11
Indiana,US,2020-05-12 3:32,40.74911165,-86.86492015,152,1,0,151
Pennsylvania,US,2020-05-12 3:32,40.75182733,-75.30471829,2465,160,0,2305
Iowa,US,2020-05-12 3:32,40.75326764,-91.95017958,8,0,0,8
Indiana,US,2020-05-12 3:32,40.76135835,-86.34830753,1524,3,0,1521
California,US,2020-05-12 3:32,40.76391419,-122.0396884,32,4,0,28
New York,US,2020-05-12 3:32,40.7672726,-73.97152637,185357,20056,0,165301
Ohio,US,2020-05-12 3:32,40.76932373,-80.78094576,336,37,0,299
Indiana,US,2020-05-12 3:32,40.76940965,-86.04525048,126,1,0,125
Pennsylvania,US,2020-05-12 3:32,40.77129231,-77.06840691,33,1,0,32
Ohio,US,2020-05-12 3:32,40.77180308,-82.5379961,121,2,0,119
Ohio,US,2020-05-12 3:32,40.77285242,-84.10802343,146,29,0,117
Nebraska,US,2020-05-12 3:32,40.78416049,-96.68777155,634,1,0,633
Illinois,US,2020-05-12 3:32,40.78579374,-89.20973757,15,1,0,14
New Jersey,US,2020-05-12 3:32,40.78681335,-74.24657979,15727,1431,0,14296
Illinois,US,2020-05-12 3:32,40.78702156,-89.76078901,141,5,0,136
Ohio,US,2020-05-12 3:32,40.81482476,-81.36437305,511,67,0,444
Pennsylvania,US,2020-05-12 3:32,40.81665618,-79.46290811,55,5,0,50
Illinois,US,2020-05-12 3:32,40.81908672,-90.92491462,6,0,0,6
Indiana,US,2020-05-12 3:32,40.82907273,-85.48822092,14,2,0,12
Ohio,US,2020-05-12 3:32,40.82925852,-81.88844833,186,42,0,144
Ohio,US,2020-05-12 3:32,40.84339621,-83.30734173,26,2,0,24
Indiana,US,2020-05-12 3:32,40.84704239,-85.79328272,64,2,0,62
Ohio,US,2020-05-12 3:32,40.84772277,-82.27280781,15,0,0,15
Pennsylvania,US,2020-05-12 3:32,40.84785433,-76.70798222,125,0,0,125
Illinois,US,2020-05-12 3:32,40.84925021,-90.6147432,104,0,0,104
Ohio,US,2020-05-12 3:32,40.85065156,-82.91989099,77,1,0,76
Nebraska,US,2020-05-12 3:32,40.85486962,-99.07500296,121,1,0,120
Ohio,US,2020-05-12 3:32,40.8554138,-84.591117,3,0,0,3
New Jersey,US,2020-05-12 3:32,40.85951833,-74.99556527,1047,104,0,943
New Jersey,US,2020-05-12 3:32,40.86095313,-74.5455371,5876,518,0,5358
Utah,US,2020-05-12 3:32,40.86688146,-110.9535882,386,0,0,386
Nebraska,US,2020-05-12 3:32,40.87028216,-99.8201461,712,0,0,712
Nebraska,US,2020-05-12 3:32,40.87241834,-97.139673,17,1,0,16
Nebraska,US,2020-05-12 3:32,40.87257079,-98.50218293,1332,28,0,1304
Nebraska,US,2020-05-12 3:32,40.87272618,-97.59710186,25,0,0,25
Nebraska,US,2020-05-12 3:32,40.87349452,-98.02099117,46,7,0,39
New York,US,2020-05-12 3:32,40.88320119,-72.8012172,36911,1639,0,35272
Illinois,US,2020-05-12 3:32,40.89188292,-88.55784752,24,1,0,23
Nebraska,US,2020-05-12 3:32,40.90899107,-96.13971217,11,0,0,11
Pennsylvania,US,2020-05-12 3:32,40.91152759,-79.91351055,195,6,0,189
Pennsylvania,US,2020-05-12 3:32,40.91545395,-75.7068525,198,17,0,181
Iowa,US,2020-05-12 3:32,40.92012606,-91.18326592,40,1,0,39
Pennsylvania,US,2020-05-12 3:32,40.92058903,-77.82200624,119,2,0,117
Illinois,US,2020-05-12 3:32,40.93148779,-90.2133034,75,0,0,75
Indiana,US,2020-05-12 3:32,40.95610449,-87.39635768,64,8,0,56
New Jersey,US,2020-05-12 3:32,40.96010917,-74.07164325,17028,1358,0,15670
Pennsylvania,US,2020-05-12 3:32,40.96188846,-77.05996014,41,1,0,40
Iowa,US,2020-05-12 3:32,40.98767962,-91.54436349,43,1,0,42
Utah,US,2020-05-12 3:32,40.99001837,-112.1139997,338,2,0,336
Pennsylvania,US,2020-05-12 3:32,40.99206278,-80.33393706,70,7,0,63
Pennsylvania,US,2020-05-12 3:32,41.00110782,-78.47592663,25,0,0,25
Ohio,US,2020-05-12 3:32,41.00250487,-83.66838948,39,1,0,38
Ohio,US,2020-05-12 3:32,41.01631101,-80.77287029,1144,123,0,1021
Indiana,US,2020-05-12 3:32,41.02078733,-87.11553319,40,1,0,39
Ohio,US,2020-05-12 3:32,41.02094889,-84.1336111,76,13,0,63
Iowa,US,2020-05-12 3:32,41.0277278,-94.24234847,2,0,0,2
Iowa,US,2020-05-12 3:32,41.02868181,-93.78499767,8,0,0,8
Iowa,US,2020-05-12 3:32,41.02988815,-92.8690667,8,0,0,8
Iowa,US,2020-05-12 3:32,41.03018714,-95.15642896,4,0,0,4
Pennsylvania,US,2020-05-12 3:32,41.03023987,-76.66345939,49,0,0,49
Iowa,US,2020-05-12 3:32,41.03064984,-92.40954728,259,0,0,259
Iowa,US,2020-05-12 3:32,41.03192394,-91.94849466,7,0,0,7
New Jersey,US,2020-05-12 3:32,41.03238628,-74.29954144,14645,747,0,13898
Illinois,US,2020-05-12 3:32,41.0327901,-89.34510444,4,0,0,4
Iowa,US,2020-05-12 3:32,41.03299766,-95.61920963,8,0,0,8
Indiana,US,2020-05-12 3:32,41.04166107,-86.69890683,34,0,0,34
Nebraska,US,2020-05-12 3:32,41.04658298,-100.7475374,40,1,0,39
Indiana,US,2020-05-12 3:32,41.0469907,-86.26252745,36,1,0,35
Pennsylvania,US,2020-05-12 3:32,41.04821986,-76.40565017,328,28,0,300
Pennsylvania,US,2020-05-12 3:32,41.05934058,-75.34031025,1224,64,0,1160
Indiana,US,2020-05-12 3:32,41.09194313,-85.06800636,834,59,0,775
Illinois,US,2020-05-12 3:32,41.09309773,-89.79745866,1,0,0,1
Xinjiang,China,2020-05-12 3:32,41.1129,85.2401,76,3,73,0
Nebraska,US,2020-05-12 3:32,41.11314181,-96.11156432,248,0,0,248
Ohio,US,2020-05-12 3:32,41.11676341,-84.5801017,9,0,0,9
Ohio,US,2020-05-12 3:32,41.11770589,-81.8998621,195,17,0,178
Ohio,US,2020-05-12 3:32,41.12351311,-83.12783209,14,1,0,13
Ohio,US,2020-05-12 3:32,41.12464734,-81.53123079,915,78,0,837
Pennsylvania,US,2020-05-12 3:32,41.12913106,-78.9986361,7,0,0,7
Illinois,US,2020-05-12 3:32,41.13746989,-87.86205334,557,30,0,527
Indiana,US,2020-05-12 3:32,41.13863784,-85.50791236,22,1,0,21
New Jersey,US,2020-05-12 3:32,41.13891592,-74.69118243,1033,128,0,905
Nevada,US,2020-05-12 3:32,41.14531606,-115.3577619,18,1,0,17
Ohio,US,2020-05-12 3:32,41.14651175,-82.59867951,38,1,0,37
New York,US,2020-05-12 3:32,41.15027894,-74.02560498,12484,576,0,11908
,Albania,2020-05-12 3:32,41.1533,20.1683,872,31,654,187
New York,US,2020-05-12 3:32,41.16278376,-73.75741653,31384,1227,0,30157
Nebraska,US,2020-05-12 3:32,41.16624273,-98.0374887,23,0,0,23
Ohio,US,2020-05-12 3:32,41.16793482,-81.19735782,280,46,0,234
Pennsylvania,US,2020-05-12 3:32,41.17823008,-75.98447579,2426,112,0,2314
Nebraska,US,2020-05-12 3:32,41.18813488,-97.56630712,9,0,0,9
Pennsylvania,US,2020-05-12 3:32,41.19265812,-79.42413524,23,1,0,22
Nebraska,US,2020-05-12 3:32,41.19774275,-103.7148131,9,0,0,9
Nebraska,US,2020-05-12 3:32,41.19930341,-101.6620164,2,0,0,2
,Kyrgyzstan,2020-05-12 3:32,41.20438,74.766098,1016,12,688,316
Illinois,US,2020-05-12 3:32,41.20596782,-90.74290052,12,0,0,12
Iowa,US,2020-05-12 3:32,41.21842119,-91.26102611,285,3,0,282
Nebraska,US,2020-05-12 3:32,41.21999357,-102.9941693,8,0,0,8
Nebraska,US,2020-05-12 3:32,41.2200529,-98.5166499,21,0,0,21
Nebraska,US,2020-05-12 3:32,41.22045983,-98.97588642,2,0,0,2
